Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number ,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program ,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance ,Georeference
24-64R8F-CR,SKANSKA USA BUILDING INC.,SKANSKA USA BUILDING INC.,Corporation,No,Yes,Clovis Clay Haden,389 INTERPACE PARKWAY - 5TH FLOOR,,Parsippany,NJ,07054,9737533500,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.45321 40.87086)
24-64RQS-CR,Skanska USA Civil Northeast Inc.,,Corporation,No,No,,7520 Astoria Blvd,Ste 200,East Elmurst,NY,11370,3476145582,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.89261 40.76576)
25-64TXS-CR,SK Construction and Management Inc.,,Corporation,Yes,No,,312 Main Street,,Highland Falls,NY,10928,8458594200,01/23/2025,01/23/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.96496 41.37077)
24-636GL-CR,SK CONSTRUCTION AND MECHANICAL LLC,,Partnership,No,No,,58-32 63 STREET,,MASPETH,NY,11378,9173763615,12/10/2024,12/29/2026,Active,No,Other,Yes,No,No,,,,,Yes,No,No,No,No,Yes,No,POINT (-73.9017 40.72013)
25-64CE3-CR,"SK EXCAVATING, INC.",,Corporation,No,No,,1886 Oran Delphi Road,,New Woodstock,NY,13122,6073166504,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.91796 42.86201)
25-64ZOU-CR,S&K General Contracting Inc.,,Corporation,Yes,No,,220 Old Country Road,,Mineola,NY,11501,5164774216,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.63855 40.739)
24-63H8G-CR,SK Improvements Corp,,Corporation,No,No,,1275 Bloomfield Ave,Bld #16,Fairfield,NJ,07004,8622430550,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.31709 40.85985)
25-64K1A-CR,S. Klahr Inc.,,Corporation,Yes,No,,45 Randolph Drive,,Dix Hills,NY,11746,6314629630,01/05/2025,01/05/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.30576 40.81234)
24-648QE-CR,S.K.O.S CONTRACTING LLC,,LLC,Yes,No,,837 Post Avenue,,Staten Island,NY,10310,9292888385,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.12907 40.63102)
24-64F49-CR,SKOUNTZOS PLUMBING & HEATING CORP.,,Corporation,No,No,,6925 6th avenue,,Brooklyn,NY,11209,7187484141,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.01884 40.63157)
24-64RAI-CR,"Skrlin Coating and Blasting, Ltd.",,Corporation,No,No,,2901 Lockport rd,,Niagara Falls,NY,14305,7162844254,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-79.0274 43.11561)
25-64JSJ-CR,Sky2Ground LLC,,Sole Proprietorship,No,No,,PO Box 492,,Lafayette,NY,13084,3153833900,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64TYA-CR,SKYBUILD INC,,Corporation,No,No,,1575 GARY STREET,,EAST MEADOW,NY,11554,7185303077,01/22/2025,01/22/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.56365 40.70868)
24-6374T-CR,"Skycore Builders, Inc.",,Corporation,No,No,,44 S. Broadway,Ste 1101,White Plains,NY,10601,9145799450,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-73.76141 41.03056)
25-64I8R-CR,SKY HEIGHT CONSTRUCTION SERVICES LLC,,LLC,Yes,No,,4159 Boyd ave,STE 1,bronx,NY,10466,3478229744,02/04/2025,02/04/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.85047 40.89319)
24-64YJG-CR,Sky Heights Construction Corp.,,Corporation,Yes,No,,17 28th Avenue,,Brooklyn,NY,11214,7182360892,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.98473 40.58996)
25-64SRY-CR,Skyhigh Right Construction LLC,,LLC,Yes,No,,518w 161st Apt 11,,New York,NY,10032,3233871058,02/06/2025,02/06/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.94132 40.83583)
25-64CNZ-CR,Skylands Testing LLC,,LLC,Yes,No,,124 Milton Road,,Sparta,NJ,07871,9737294824,01/08/2025,01/08/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.57558 41.03247)
25-64UE7-CR,SKYLIFT LLC,,LLC,No,No,,58-95 Maurice Avenue,,Maspeth,NY,11378,7186091860,01/29/2025,01/29/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.90966 40.72591)
25-64IJZ-CR,Skylight Signs Inc.,,Corporation,No,No,,60 Industrial Park Circle,,Rochester,NY,14624,5855942500,02/04/2025,02/04/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.73994 43.12854)
25-64KK7-CR,SKYLINE CITY CONSTRUCTION LLC,SKYLINE CITY DEVELOPMENT,Corporation,Yes,No,,147-26 3RD AVE,,WHITESTONE,NY,11357,9293703618,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.82202 40.79651)
25-64KF4-CR,Skyline Electrical Contracting Corp.,,Corporation,Yes,No,,"40 Marble Loop, Suite F",,Staten Island,NY,10309,7188032223,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.23956 40.53719)
24-64NUP-CR,SKYLINE ELECTRIC CORP.,,Corporation,No,No,,7 Barnard Rd,,Armonk,NY,10504,9142732215,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.6986 41.11923)
24-639ZL-CR,Skyline Elevator Consultants LLC,,LLC,Yes,Yes,"Gudeshwar  Persaud, Andrea  Persaud",125 Park Ave 25fl,,New york,NY,10017,2123242520,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.97779 40.75173)
24-64BGC-CR,Skyline Industries LLC,Skyline Industries LLC,LLC,Yes,No,,49 Honeck Street,,Englewood,NY,07631,6464234581,12/15/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.98038 40.88255)
24-648QP-CR,"SKYLINE PRO ELECTRIC, LLC",,LLC,No,No,,5690 Rossier Rd,,Canandaigua,NY,14424,5854453777,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.33693 42.83377)
25-6414X-CR,"Skyline Scaffolding Group, Inc.",,Corporation,No,No,,740 Ramsey Avenue,,Hillside,NJ,07205,7329850013,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.235 40.70853)
24-64JY5-CR,SKYSCRAPER STEEL CORP.,N/A,Corporation,Yes,No,,2658 GERRITSEN AVENUE SUITE C,,BROOKLYN,NY,11229,9175780941,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.92644 40.59403)
24-64GV6-CR,Skyview Construction Group Inc,,Corporation,Yes,No,,2145 ocean avenue apt b3,B3,brooklyn,NY,11229,7187871125,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.95333 40.60955)
25-64P5Q-CR,Skyward Electric Company Inc,,Corporation,No,No,,61 Big Island Road,,Warwick,NY,10990,8459860334,01/13/2025,01/13/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.41263 41.28731)
25-64URL-CR,SL Associates of Rochester Inc.,Miracle Method of Westen NY,Corporation,No,No,,645 Ling Road,,Rochester,NY,14612,5858655000,01/29/2025,01/29/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.64301 43.26339)
24-637KB-CR,"SLATE HILL CONSTRUCTORS, INC.",SLATE HILL CONSTRUCTORS INC.,Corporation,No,No,,PO Box 275,,Warners,NY,13164,3156728055,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,
24-639FY-CR,"Slavik & Co., Inc","Slavilk & Company, Inc.",Corporation,No,No,,85 Main Street,,Johnson City,NY,13790,6073541234,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-75.94815 42.11323)
24-633ZB-CR,"Slavik & Co. Service, Inc.",,Corporation,No,No,,85 Main Street,,Johnson City,NY,13790,6073541234,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.94815 42.11323)
24-64YV8-CR,S & L Electric Inc.,,Corporation,No,No,,5313 State Highway 56,,Colton,NY,13625,3152622631,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.96779 44.57939)
25-64TE9-CR,"SLM Architecture, P.C.",,Corporation,Yes,No,,300 Old Country Road,Suite 241,Mineola,NY,11501,5165400377,01/23/2025,01/23/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.6443 40.73802)
24-64GLX-CR,Sloan & Company NJ,,Corporation,No,No,,49 Bloomfield Ave,Suite 101,Mt Lakes,NJ,07046,9732273555,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.43711 40.87631)
25-641H8-CR,Sloth Electric Inc,,Corporation,No,No,,3790 Goose Street,,Stanley,NY,14561,5855265797,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.12921 42.8459)
24-64FZD-CR,"SLOVIT, INC.",,Corporation,No,No,,"165 AMBOY ROAD, STE 307",,MORGANVILLE,NJ,07751,7329705727,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.28937 40.36034)
24-63HNL-CR,S&L Roofing & Sheetmetal INC.,,Corporation,No,No,,5640 Depot Road,,Voorheesville,NY,12186,5187655088,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.94268 42.67154)
24-64YO4-CR,SLSCO L.P.,,Partnership,No,No,,PO Box 17017,Attn: Sheryl Blair,Galveston,TX,77554,7138808411,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64GCJ-CR,"S&L Specialty Contracting, Inc.",,Corporation,No,No,,"315 South Franklin Street, Syracuse, NY, U",315 S Franklin St,Syracuse,NY,13202,3154789746,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.15553 43.04814)
25-64COG-CR,Smac Corp.,,Corporation,No,Yes,Borce  Gjorsoski,431 North Midland Avenue,,Saddle Brook,NJ,07663,2017916777,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.10931 40.9114)
24-6369B-CR,"Smalls Electrical Construction, Inc.","Smalls Electrical Construction, Inc.",Corporation,Yes,No,,63 Flushing Ave Blg #3 Unit 338 Suite#1107,,Brooklyn,NY,11205,7182540009,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.97518 40.698)
25-64SYR-CR,Smalls Roofing LLC,,LLC,No,No,,253 Alameda St.,,Rochester,NY,14613,5855000599,02/06/2025,02/06/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.63791 43.18709)
24-64RUC-CR,SMART Controls Inc.,,Corporation,No,No,,223 Wall Street #360,,Huntington,NY,11743,5185420376,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.42548 40.87911)
25-64VQA-CR,"SMART HEATING & COOLING SYSTEMS, INC.",Smart Heating & Cooling,Corporation,Yes,No,,341 West John Street,,Hicksville,NY,11801,5164338043,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.53922 40.76674)
25-64VYQ-CR,"Smart Moving & Storage, Inc","Smart Moving & Storage, Inc",Corporation,No,No,,145 Saw Mill River Road,,Yonkers,NY,10701,9143753595,01/06/2025,01/06/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88109 40.94313)
25-641SE-CR,Smeg Corp.,,Corporation,No,No,,4209 235th Street,,Douglaston,NY,11363,7182251700,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.7485 40.76812)
25-64KGL-CR,"S.M. Gallivan, LLC",,LLC,No,No,,98 Niver Street,Box #1,Cohoes,NY,12047,5182716100,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.69728 42.7593)
25-64JTX-CR,Smikeharpo Inc.,Koala Insulation of Northern Westchester,Corporation,No,No,,6 Elizabeth Ct,,Briarcliff Manor,NY,10510,9145526864,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.83837 41.12234)
24-64BC4-CR,"Smith Control Systems, Inc.","Smith Control Systems, Inc,.",Corporation,No,No,,1839 New York 9H,,Hudson,NY,12534,5188574845,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.79284 42.25836)
25-64LDC-CR,"Smith Home Services, LLC",,LLC,No,No,,21 Jane Drive,,North Babylon,NY,11703,5162535515,01/31/2025,01/31/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.33281 40.738)
24-6396L-CR,"Smith Site Development, LLC","Smith Site Development, LLC",LLC,No,No,,"1249 Front Street, Suite 110",,Binghamton,NY,13905,6076924204,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.89605 42.15724)
25-64V1I-CR,"SMITH STRUCTURES, INC.",,Corporation,No,No,,7399 Taft Park Drive,,East Syracuse,NY,13057,3153992696,01/07/2025,01/07/2027,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.07173 43.1286)
24-64RDY-CR,S & M MECHANICAL CORP.,,Corporation,Yes,Yes,"Stanley  Moore, Justin  Moore",561 Acorn St,Ste E,DEER PARK,NY,11729,6317912400,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.34379 40.75885)
24-648TR-CR,"SMP Installations, LLC",,LLC,No,No,,134 Garfield Avenue,,Jersey City,NJ,07305,2013337600,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.09606 40.68976)
25-64QDX-CR,"S&M Woodworking Associates, Inc.",SM/CIG Services,Corporation,Yes,No,,256 Washington St,St #5,Mt Vernon,NY,10553,9146659736,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.82551 40.91061)
25-64LIX-CR,S N K Contracting LLC,,LLC,No,No,,104 Hillside Terrace,,Parsippany,NJ,07054,9178851423,02/03/2025,02/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.42554 40.85877)
24-6375R-CR,"SNK ENTERPRISES, INC.",,Corporation,No,No,,348 Bald Mountain Road,,Troy,NY,12180,5182791693,12/09/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.61193 42.78214)
25-64KXC-CR,SNP CONSULTANTS INC,,Corporation,No,No,,564 SYLVAN RD,,RIVER VALE,NJ,07675,2015233520,01/04/2025,01/04/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.01486 41.02301)
25-6418E-CR,SNV Enterprise LLC,,LLC,Yes,No,,64 BRENDAN LANE,,NISKAYUNA,NY,12309,5182588042,01/27/2025,01/27/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.88219 42.77759)
24-64GHI-CR,SOA SERVICE CORPORATION,,Corporation,No,No,,74 LASSALE DRIVE,,YONKERS,NY,10765,3473981131,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.8321 40.96013)
24-633EP-CR,"S & O CONSTRUCTION SERVICES, INC.",,Corporation,No,No,,11 Charles Street,,Pleasant Valley,NY,12569,8456352916,11/25/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.83326 41.74747)
24-64G3F-CR,"SOCOTEC, Inc.",,Corporation,No,No,,"151 West 42nd Street, 24th Floor",,New York,NY,10036,2126895389,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.98577 40.75555)
25-64U8O-CR,SOF SURFACES USA INC,,Corporation,No,No,,4393 Discovery Line,,Petrolia,,N0N 1R0,5198828799,01/29/2025,01/29/2027,Active,Yes,,No,No,No,,,,,No,No,No,No,No,Yes,No,
25-64J7Y-CR,SOIL SOLUTIONS INC,,Corporation,No,No,,110 Cherry Valley Ave.,"West Hempstead, NY  11552",West Hempstead,NY,11552,5162926000,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.65363 40.70925)
25-64QTY-CR,"Soil Testing, Inc.",,Corporation,No,No,,90 Donovan Road,,OXFORD,CT,06478,2032629328,01/14/2025,01/14/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.14579 41.48255)
24-635DE-CR,"Solar Electric Systems, Inc.",,Corporation,No,No,,2 Tibbits Avenue,,White Plains,NY,10606,9147930805,12/03/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.77996 41.0256)
25-64AQ3-CR,"Solar Liberty Energy Systems, Inc.",,Corporation,No,No,,6500 Sheridan Dr,Suite 120,Buffalo,NY,14221,7166343780,02/13/2025,02/13/2027,Active,No,Other,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-78.69797 42.97818)
25-64VJL-CR,Sole Soul Strivers and the Goal Attainment Companies LLC,,LLC,Yes,No,,340 W 42nd st #2325,,New York,NY,10108,6463378439,01/07/2025,01/07/2027,Active,No,Other,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.99205 40.75817)
25-64P8V-CR,Solid Development Group Inc.,,Corporation,No,No,,30 Sherwood Lane,Suite 7,Fairfield,NJ,07004,9738081500,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.26952 40.87741)
25-6416E-CR,Solid Foundations Ltd.,,Corporation,Yes,No,,34 62 10st,,Long Island City,NY,11106,7187282812,01/28/2025,01/28/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.95209 40.74843)
24-636AS-CR,"Solid Surface Craftsman, Inc",,Corporation,No,No,,144 Freemans Bridge Rd.,,Glenville,NY,12302,1518388864,12/11/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.94008 42.84504)
25-64CDO-CR,SOLTERIX CORPORATION,,Corporation,Yes,No,,114 Mahan Street,,West Babylon,NY,11704,6313936033,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.37801 40.73895)
24-64FQQ-CR,"SOLVED Consultancy, LLC",,LLC,No,No,,20 Grand St P.O. Box 843,,Goshen,NY,10924,9176502567,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.32632 41.40217)
24-64JE1-CR,"Songer Contracting, LLC",PK Songer Plumbing,LLC,No,No,,343 Beamer Road,,Walden,NY,12586,8454577781,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.22202 41.5682)
25-64V9C-CR,"Sootbusters Chimney Services, LLC",Treebusters,LLC,No,No,,40 Barry Ave,,Tupper Lake,NY,12986,5185725983,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.44603 44.22345)
25-64ZLB-CR,SORBARA CONSTRUCTION CORP.,,Corporation,No,No,,270 Broadway,,Lynbrook,NY,11563,5168875447,02/11/2025,02/11/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.67867 40.65293)
25-64IUH-CR,"Sound Environmental Associates, LLC",,LLC,Yes,No,,67 Heights Rd,,STONY POINT,NY,10980,6312196457,02/05/2025,02/05/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99543 41.2368)
24-64YGI-CR,"Sound Refrigeration and Air Conditioning, Inc.",,Corporation,No,No,,58 Old Stewart Avenue,,Garden City Park,NY,11040,5167475678,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.67104 40.74156)
24-64NAB-CR,SOUNDVIEW SHEET METAL LLC,,LLC,No,No,,280 Little Britain Road,Bldg 3,Newburgh,NY,12550,9145575310,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.04264 41.49775)
24-64Y15-CR,Source Contracting Corp.,,Corporation,No,No,,990 Peekskill Hollow Rd,,Putnam Valley,NY,10579,8452842180,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.76946 41.4249)
25-64OVJ-CR,SOUTHEAST BRIDGE FL CORP,,Corporation,Yes,No,,38856 US HWY 19 N,,Tarpon Springs,FL,34689,7279403401,01/21/2025,01/21/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-82.7402 28.12588)
24-64BBU-CR,Southeast Mechanical Corp.,,Corporation,No,No,,568 North Main Street,,Brewster,NY,10509,8452793793,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-73.61812 41.40239)
24-64BN7-CR,Southeast Plumbing Corp.,,Corporation,No,No,,568 North Main Street,,Brewster,NY,10509,8452793793,12/14/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.61812 41.40239)
24-64JFT-CR,"Southeast Specialty Flooring, Inc",,Corporation,No,No,,131 N Greenbush Rd,,Erin,NY,14838,6072595750,12/31/2024,12/31/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.66263 42.18966)
24-64YNL-CR,"Southern Bleacher Company, Inc.",,Corporation,No,No,,PO Box 1,,Graham,TX,76450,9405490733,12/12/2024,12/29/2026,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,
24-633LV-CR,"SOUTHERN TIER CUSTOM FABRICATORS, INC.",,Corporation,No,No,,1322 College Ave,,Elmira,NY,14901,6077320927,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-76.81915 42.11188)
24-6337A-CR,"Southern Tier Insulation Distributors, Inc.",Southern Tier Insulations,Corporation,No,No,,3150 Buckingham Road,,Endwell,NY,13760,6077546464,11/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-76.02707 42.10423)
25-64VJN-CR,"South Fork Septic Services, Inc.",,Corporation,No,No,,76B Mariner Drive,,Southampton,NY,11968,6312830333,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-72.38533 40.89825)
25-64OYG-CR,South Seneca Vinyl LLC,,LLC,No,No,,1585 Yale Farm Road,,Romulus,NY,14541,3155856050,01/17/2025,01/17/2027,Active,No,Other,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-76.86023 42.79305)
24-64RBN-CR,"South Shore Electric, Inc.",,Corporation,No,No,,1775 Newbridge Road,,North Bellmore,NY,11710,5167813200,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.5395 40.67936)
24-636P9-CR,"Southtown Electronics, Inc",Southtown Audio video,Corporation,Yes,No,,75 Lake St,,Hamburg,NY,14075,7166486565,12/10/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.83906 42.71856)
25-64OLN-CR,"Southworth-Milton, Inc.",Milton CAT,Corporation,No,No,,100 Quarry Drive,,Milford,MA,01757,5089513003,01/21/2025,01/21/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-71.49749 42.15424)
24-64DSO-CR,Sowinski Steel LLC,Miss Steel,LLC,No,No,,101 Route 67 Suite C,,Mechanicville,NY,12118,5186466791,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.71278 42.9181)
24-64896-CR,"Spallina Materials, Inc",,Corporation,No,No,,8222 Routes 5 & 20,,Bloomfield,NY,14469,5856578001,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.48983 42.90295)
25-64QA4-CR,Spartan Demolition Company LLC,,LLC,Yes,No,,119-22 233rd st,,cambria heights,NY,11411,7187493832,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.73086 40.68771)
24-64NU6-CR,SPARTAN INDUSTRIES CORP.,Spartan Industries Corp,Corporation,No,No,,51 Verdi Street,,Farmingdale,NY,11735,6317530153,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.42365 40.71305)
24-64F77-CR,SPARTON CONSTRUCTION GROUP INC,,Corporation,Yes,No,,57 SPARTAN AVENUE FL 2,,STATEN ISLAND,NY,10303,6464047014,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.1639 40.62564)
