Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance
PROMETAL CONSTRUCTION INC,NO DBA,Corporation,Yes,No,None Listed,549 63RD ST,NOT APPLICABLE,BROOKLYN,NY,11220,7184398500,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROMETHEAN BUILDERS LLC,NO DBA,LLC,No,No,None Listed,505 8TH AVE,SUITE 1400,NEW YORK,NY,10018,2126559812,2/7/2025,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROPERTY RESTORATION INC,NO DBA,Corporation,No,No,None Listed,6194 THOMPSON RD,NOT APPLICABLE,SYRACUSE,NY,13206,3154540518,1/23/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROQUALITY IMPROVEMENT LLC,NO DBA,LLC,Yes,No,None Listed,325 CHAUNCEY ST,NOT APPLICABLE,BROOKLYN,NY,11233,7184145052,1/5/2025,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes
PROSERVICE ENVIRONMENTAL LLC,NO DBA,Sole Proprietorship,No,No,None Listed,604 BROWN CRK DR,NOT APPLICABLE,MATTHEWS,NC,28104,9084562900,2/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PRO SITEWORK INC,NO DBA,Corporation,No,No,None Listed,548 ROUTE 17M,NOT APPLICABLE,MONROE,NY,10950,8457821775,1/22/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
PRO SOUND ASSOCIATES LLC,NO DBA,LLC,No,No,None Listed,PO BOX 336,NOT APPLICABLE,GUILDERLAND,NY,12084,5188943826,12/10/2024,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PRO SURFACE SOLUTIONS LLC,PRO CARPET INC,LLC,No,No,None Listed,168 QUEENSLAND DR,NOT APPLICABLE,SPENCERPORT,NY,14559,5854150332,12/17/2024,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROTECTIVE MANAGEMENT SYSTEMS INC,NO DBA,Corporation,No,No,None Listed,840 LINCOLN AVE,SUITE 20,BOHEMIA,NY,11716,6317500658,2/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROTEK HOLDINGS LLC,NO DBA,LLC,No,No,None Listed,9045 RIV RD,STE 200,INDIANAPOLIS,IN,46240,3175757800,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROTON CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,1171 61ST ST,NOT APPLICABLE,BROOKLYN,NY,11219,7188512300,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PROVIDENCE CONSTRUCTION CORP,NO DBA,Corporation,Yes,No,None Listed,81 POWERHOUSE RD,NOT APPLICABLE,ROSLYN HEIGHTS,NY,11577,5162995548,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PRP ENTERPRISES INC,NO DBA,Corporation,Yes,No,None Listed,8827 237TH ST,NOT APPLICABLE,BELLEROSE,NY,11426,9173108722,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PRP MECHANICAL CONTRACTORS INC,NO DBA,Corporation,No,No,None Listed,1437 29TH AVE,NOT APPLICABLE,LONG ISLAND CITY,NY,11102,7182742530,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
PRP SERVICES INC,NO DBA,Corporation,No,No,None Listed,108 ARROWHEAD PARK DR,NOT APPLICABLE,BRICK,NJ,8724,7327011004,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
PRUDENT ENGINEERING LLP,NO DBA,LLP,Yes,No,None Listed,6390 FLY RD,NOT APPLICABLE,EAST SYRACUSE,NY,13057,3157487700,12/10/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PS CONCRETE WORKS INC,NO DBA,Corporation,No,No,None Listed,548 ROUTE 17M,NOT APPLICABLE,MONROE,NY,10950,8457821775,1/22/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
P  S CONTRACTING NY CORP,NO DBA,Corporation,No,No,None Listed,9719 120TH ST,NOT APPLICABLE,SOUTH RICHMOND HILL,NY,11419,7182195896,1/15/2025,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PSH CORP,JOHN HERBERT COMPANY,Corporation,No,No,None Listed,142 ROUTE 17K,NOT APPLICABLE,NEWBURGH,NY,12550,8455643000,11/27/2024,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,No,No,No,Yes,No
PSL INDUSTRIES INC,NO DBA,Corporation,No,No,None Listed,640 6TH ST,NOT APPLICABLE,RONKONKOMA,NY,11779,6317380595,12/9/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
PT CONSULTANTS INC,NO DBA,Corporation,No,No,None Listed,560 BENIGNO BLVD,2ND FL,BELLMAWR,NJ,8031,8562519980,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
P  T II CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,10617 153RD ST,NOT APPLICABLE,JAMAICA,NY,11433,7182060210,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
PTL CONTRACTING CORP,NO DBA,Corporation,Yes,No,None Listed,27840 COUNTY ROUTE 193,NOT APPLICABLE,THERESA,NY,13691,3156284150,11/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PTS DATA CENTER SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,16 THORNTON RD,NOT APPLICABLE,OAKLAND,NJ,7436,2013373888,1/8/2025,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PTS GENERAL CONSTRUCTION LLC,NO DBA,LLC,No,No,None Listed,63 JACKLYN CT,NOT APPLICABLE,INWOOD,NY,11096,5165109199,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,No,No,No,Yes,No
PUCE INCORPORATED,AEF SALES,Corporation,No,No,None Listed,PO BOX 295,NOT APPLICABLE,MAMARONECK,NY,10543,8778039035,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PULASKI FENCE CORP,NO DBA,Corporation,No,No,None Listed,150 DENNISTON RD,NOT APPLICABLE,WALLKILL,NY,12589,8455494052,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
PULLMAN SST INC,NO DBA,Corporation,No,No,None Listed,10150 OLD COLUMBIA RD,NOT APPLICABLE,COLUMBIA,MD,21046,4108507000,1/8/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
PULVER ROOFING CO INC,NO DBA,Corporation,Yes,No,None Listed,1418 ERIE ST,NOT APPLICABLE,UTICA,NY,13502,3157332803,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
PUMP IRRIGATION TECHNOLOGIES INC,NO DBA,Corporation,No,No,None Listed,4647 MORNINGSIDE DR,NOT APPLICABLE,EDEN,NY,14057,7168184329,2/13/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PUNCHDOWN ELECTRICAL AND CONTROLS INC,NO DBA,Corporation,No,No,None Listed,131 VARICK ST,RM 1030 FL 10,NEW YORK,NY,10013,3475315794,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PURCELL CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,566 COFFEEN ST,NOT APPLICABLE,WATERTOWN,NY,13601,3157821050,12/2/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
PURE PERFORMANCE RENEWABLE ENERGY SOLUTIONS INC,PPR ENERGY SOLUTIONS,Corporation,No,No,None Listed,430 LAWRENCE BELL DR,SUITE 12,BUFFALO,NY,14221,7163890072,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
PURETEK GROUP INC,NO DBA,Corporation,No,No,None Listed,315 WOOTTON ST,SUITE L,BOONTON,NJ,7005,9739153133,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PURITY LABORATORIES INC,NO DBA,Corporation,No,No,None Listed,1 MAPLE ST UNIT,UNIT 5,EAST RUTHERFORD,NY,7073,2013720236,12/13/2024,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PUTNAM MATERIALS CORP,NO DBA,Corporation,No,No,None Listed,172 PROSPECT HL RD,NOT APPLICABLE,BREWSTER,NY,10509,8458786479,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PUTRELO BUILDING ENTERPRISES INC,NO DBA,Corporation,No,No,None Listed,9273 GRANGE HL RD,NOT APPLICABLE,NEW HARTFORD,NY,13413,3157373124,12/10/2024,Yes,Not Applicable,Yes,Yes,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
PYRAMID AIR CONDITIONING INC,PYRAMID AIR CONDITIONING INC,Corporation,No,No,None Listed,90 EAST JEFRYN BLVD,NOT APPLICABLE,DEER PARK,NY,11729,6312423355,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
PYRAMID FLOOR COVERING INC,NO DBA,Corporation,No,No,None Listed,38 HBR PARK DR,NOT APPLICABLE,PORT WASHINGTON,NY,11050,5169327200,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
PYRAMID SAFETY  HEALTH SOLUTIONS INC,PYRAMID SOLUTIONS,Corporation,Yes,No,None Listed,14647 106 AVE,NOT APPLICABLE,JAMAICA,NY,11435,3474950728,12/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QAPLA ENTERPRISES INC,GUARDIAN GYM EQUIPMENT,Corporation,No,No,None Listed,PO BOX 680,NOT APPLICABLE,NYACK,NY,10960,8453531222,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUACKENBUSH CO INC,NO DBA,Corporation,No,No,None Listed,495 KENNEDY RD,NOT APPLICABLE,BUFFALO,NY,14227,7165587667,12/11/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,Yes,No,Yes,No
QUALITY BLINDS INC,NO DBA,Corporation,Yes,No,None Listed,18 SPENCER ST,SUITE 903,BROOKLYN,NY,11205,3474602779,12/23/2024,No,Sole Proprietor,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUALITY CONTROL LABORATORIES LLC,NO DBA,LLC,Yes,No,None Listed,100 SHAMES DR,NOT APPLICABLE,WESTBURY,NY,11590,7185456064,2/4/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUALITY FACILITY SOLUTIONS CORP,NO DBA,Corporation,Yes,No,None Listed,199 LEE AVE,279,BROOKLYN,NY,11211,7189359923,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUALITY MECHANICAL SERVICES LLC,NO DBA,LLC,No,No,None Listed,213 GRAND AVE,NOT APPLICABLE,SYRACUSE,NY,13204,3154617026,11/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUALITY MODULAR SERVICES LLC,NO DBA,LLC,No,No,None Listed,206 WOODSOME RD,NOT APPLICABLE,BABYLON,NY,11702,6315758642,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUALITY PAINTERS  DECORATORS INC,NO DBA,Corporation,No,No,None Listed,4654 STATE HWY 30,NOT APPLICABLE,AMSTERDAM,NY,12010,5188425447,11/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
QUALITY SERVICE  REPAIR INC,A1 INSTALLERS,Corporation,No,No,None Listed,93 MONTGOMERY ST,NOT APPLICABLE,GLOVERSVILLE,NY,12078,5183651064,12/9/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUALITY STRUCTURES INC,NO DBA,Corporation,No,No,None Listed,1740 EMERSON ST,NOT APPLICABLE,ROCHESTER,NY,14606,5856472852,11/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
QUALITY WET PAINT LLC,HIGH QUALITY GENERAL CONSTRUCTION,LLC,Yes,No,None Listed,545 BOLTON AVE,SUITE 1,BRONX,NY,10473,9174035293,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUATTRONE MASONRY  CONSTRUCTION LTD,NO DBA,Corporation,No,No,None Listed,24 PENN AVE,NOT APPLICABLE,RIDGWAY,PA,15853,8147766107,1/27/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
QUENCH USA INC,CULLIGAN QUENCH,Corporation,No,No,None Listed,630 ALLENDALE RD,SUITE 200,KING OF PRUSSIA,PA,19406,2673867449,2/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUICKCONNECT TECHNOLOGY SERVICES INC,NO DBA,Corporation,No,No,None Listed,155 WILLOWBROOK BLVD,SUITE 250,WAYNE,NJ,7470,9733396002,1/9/2025,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUICK DROP INDUSTRIES LLC,NO DBA,LLC,Yes,Yes,Marcos Rafael Cabarcas,326 SYLVAN LN,NOT APPLICABLE,WESTBURY,NY,11590,7187625267,12/28/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUICK RESPONSE RESTORATION INC,NO DBA,Corporation,No,No,None Listed,PO BOX 824,NOT APPLICABLE,CLIFTON PARK,NY,12065,5188997090,1/2/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
QUINN  FEINER SERVICE COMPANY INC,NO DBA,Corporation,No,No,None Listed,79 HAZEL ST,NOT APPLICABLE,GLEN COVE,NY,11542,5166743636,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
QUINTAL CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,PO BOX 427,NOT APPLICABLE,ISLIP,NY,11751,6316650429,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
QUORUM GROUP LLC,TAKEFORM,LLC,No,No,None Listed,11601 MAPLE RDG RD,NOT APPLICABLE,MEDINA,NY,14103,5857988888,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RABE ENVIRONMENTAL SYSTEMS INC,RABE ENVIRONMENTAL SYSTEMS INC,Corporation,No,No,None Listed,2300 WEST 23RD ST,NOT APPLICABLE,ERIE,PA,16506,8144565374,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RACANELLI CONSTRUCTION CO INC,NO DBA,Corporation,No,No,None Listed,1895 WALT WHITMAN RD,STE 1,MELVILLE,NY,11747,6314541010,1/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
R ACEVEDO GENERAL CONTRACTING INC,R ACEVEDO CONTRACTING INC,Corporation,Yes,No,None Listed,608 CASTLE HL AVE,NOT APPLICABLE,BRONX,NY,10473,7188245972,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAD AND DAPRILE INC,NO DBA,Corporation,No,No,None Listed,2128 BELLMORE AVE,NOT APPLICABLE,BELLMORE,NY,11710,5168269218,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
RADEC ELECTRIC CORPORATION,NO DBA,Sole Proprietorship,No,No,None Listed,100 ROCKWOOD ST,NOT APPLICABLE,ROCHESTER,NY,14534,5852716311,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
RADIAC RESEARCH CORP,NO DBA,Corporation,No,No,None Listed,261 KENT AVE,NOT APPLICABLE,BROOKLYN,NY,11249,9179393300,1/23/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RADIOMAX COMMUNICATIONS INC,NO DBA,Corporation,No,No,None Listed,175 BUELL RD,NOT APPLICABLE,ROCHESTER,NY,14624,5854561976,12/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAEL AUTOMATIC SPRINKLER COMPANY INC,NO DBA,Corporation,No,No,None Listed,1750 PLAZA AVE,NOT APPLICABLE,NEWHYDE PARK,NY,11040,5165932000,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
RAEL FIRE ALARM LLC,NO DBA,LLC,No,No,None Listed,1750 PLAZA AVE,NOT APPLICABLE,NEW HYDE PARK,NY,11040,5165932000,1/4/2025,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
RAEL FIRE EXTINGUISHER CORP,NO DBA,Corporation,No,No,None Listed,1750 PLAZA AVE,NOT APPLICABLE,NEW HYDE PARK,NY,11040,5165932000,1/4/2025,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAEL MAINTENANCE CORP,NO DBA,Corporation,No,No,None Listed,1750 PLAZA AVE,NOT APPLICABLE,NEW HYDE PARK,NY,11040,5165932000,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
RAGNAR  ROLLO INDUSTRIES INC,CLEANTEC SERVICES,Corporation,No,No,None Listed,1232 TULIP ST,NOT APPLICABLE,LIVERPOOL,NY,13090,8774690543,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAGONE FOUNDATIONS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 309,NOT APPLICABLE,WATERFORD,NY,12188,5188597583,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
RAIKOS ELECTRIC LIMITED LIABILITY COMPANY,NO DBA,LLC,Yes,No,None Listed,30 RAMLAND RD,SUITE 100,ORANGEBURG,NY,10962,9145874144,2/7/2025,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAILROAD CONSTRUCTION COMPANY INC,NO DBA,Corporation,No,No,None Listed,7577 GROVE ST,NOT APPLICABLE,PATERSON,NJ,7503,9736840362,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No
RAILROAD MICHELS JOINT VENTURE LLC,NO DBA,LLC,No,No,None Listed,7577 GROVE ST,NOT APPLICABLE,PATERSON,NJ,7503,9736840362,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No
RAILWORKS TRANSIT LLC,NO DBA,LLC,No,No,None Listed,83 CENTRAL AVE,NOT APPLICABLE,EAST FARMINGDALE,NY,11735,6315925880,12/28/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAJA CONTRACTORS INC,NO DBA,Corporation,No,No,None Listed,25007 88TH RD,NOT APPLICABLE,BELLEROSE,NY,11426,9253362102,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RALO CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,2305 PIERCE CRK RD,NOT APPLICABLE,BINGHAMTON,NY,13903,6073435994,12/2/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMAR STAIR  RAILING LLC,NO DBA,LLC,No,No,None Listed,432 PORTLAND AVE,NOT APPLICABLE,ROCHESTER,NY,14605,5852327777,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMAR STEEL ERECTORS INC,NO DBA,Corporation,No,No,None Listed,432 PORTLAND AVE,NOT APPLICABLE,ROCHESTER,NY,14605,5852327777,12/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMAR STEEL SALES INC,NO DBA,Corporation,No,No,None Listed,432 PORTLAND AVE,NOT APPLICABLE,ROCHESTER,NY,14605,5852327777,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMBOLL AMERICAS ENGINEERING SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 4873,NOT APPLICABLE,SYRACUSE,NY,13221,3159566100,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMBOLL AMERICAS INTEGRATED SOLUTIONS INC,NO DBA,Corporation,No,No,None Listed,PO BOX 4873,NOT APPLICABLE,SYRACUSE,NY,13221,3159566100,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMENES HOME REPAIR  INSPECTIONS LLC,RAMENES HOME REPAIR AND INSPECTIONS LLC,LLC,Yes,No,None Listed,304 MERTENS AVE,NOT APPLICABLE,SYRACUSE,NY,13203,3152647356,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAM INDUSTRIES LLC,NO DBA,LLC,No,No,None Listed,1640 NEW MARKET AVE,NOT APPLICABLE,SOUTH PLAINFIELD,NJ,7080,7327520840,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
RAM INTERIORS  SUPPLY CORP,NO DBA,Corporation,No,No,None Listed,3056 KNICKERBOCKER AVE,NOT APPLICABLE,BOHEMIA,NY,11716,6314709604,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RAMSEY CONSTRUCTORS INC,NO DBA,Corporation,No,No,None Listed,5711 GATEWAY PARK,NOT APPLICABLE,LAKEVILLE,NY,14480,5853460720,11/29/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,Yes,Yes,No
RAMS MECHANICAL INC,NO DBA,Corporation,Yes,No,None Listed,140 58TH ST,BLDG B4D,BROOKLYN,NY,11220,7188887120,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
RANDALL G MILLER,NO DBA,Sole Proprietorship,No,No,None Listed,PO BOX 372,NOT APPLICABLE,CENTRAL SQUARE,NY,13036,3152003456,1/9/2025,No,Sole Proprietor,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
RANDIVE INC OF NEW JERSEY,RANDIVE INC,Corporation,No,No,None Listed,25 INDUSTRIAL DR,NOT APPLICABLE,KEYPORT,NJ,7735,7323241144,2/10/2025,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
